,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
X212014_x_at,10.61793548,9.866305163,11.97444856,10.69941798,10.02616043,11.11167142,11.42591169,10.52026772,4.101372716,10.56899979,9.699583064,11.18896303,10.3948124,12.03143926,9.774676773,11.87201483,10.86150117,10.50198677,10.30033292,9.472617107,9.892341208,11.05744319,10.94172745,11.22776498,14.26988853,11.10860581,11.30830099,10.69227846,10.42972205,10.86526971,10.24649881,9.267555248,10.42687547,10.56489587,10.17602054,9.308937964,10.26419472,11.23945843,10.97632219,10.72874094,10.67053789,11.86591612,8.966517974,10.26740669,9.864660744,10.44402008,10.96436139,10.53310468,8.49834667,9.882205234,10.40225977,10.5457303,10.29195459,10.03230581,10.51242247,9.211413054,10.21915952,10.24551398,11.64055937,9.777682803,11.27496527,10.50165948,10.12251465,9.844877445,10.60482816,10.82528608,10.77873982,10.21514178,10.21815267,9.775855043,9.715442165,10.59145948,9.762619148,11.07136866,10.00224192,10.20212596,10.65696851,11.27598462,10.33287205,11.29138073,10.48941434,10.60394103,10.31638478,10.86497603,9.742581358,11.54936416,10.11589905,10.42383748,9.057407697,10.48424493,10.71756195,10.52851936,9.85222382,10.70370141,10.78981777,11.43629877,9.699460126,10.88184299,10.89967635,9.885707666,10.92678576,10.01489137,10.23829919,10.60969231,11.52689184,10.37186267,10.12632126,10.20419865,10.04340256,9.536578261,7.887520451,10.61084042,10.03239196,10.44018442,10.86494188,10.4859746,9.933527361,10.66415055,9.696190963,9.287845848,10.07066378,10.06307827,9.596928951,10.65137015,11.30246079,11.17489259,10.300507,10.13797405,10.7994226,8.924192466,8.706181731,9.16513904,11.11318306,11.38886497,11.15894777,9.762810175,12.02655335,10.9213512,8.506751577,9.877501809,10.00769091,11.48443224,10.70371957,10.34500013,10.24311146,9.264860405,10.66478568,9.852637303,10.48584906,9.026090343,10.55197501,9.907086051,9.76823177,12.28434012,9.785683635,9.40696921,10.71873764,11.15819705,10.2142904,10.19401936,10.06072059,11.2217802,11.3813061,11.08805989,10.47421321,9.05900925,10.3224794,7.862975908,11.3623955,9.388058463,11.54396128,8.802626072,10.51450302,12.03512439,9.038692504,10.61330636,9.772921198,10.18649273,10.24086727,9.020208409,10.81846109,10.79445844,9.607563289,8.81950184,10.92928565,9.576794228,10.52811948,10.30640473,9.329842728,11.92824503,10.51422256,10.4540208,9.747015055,10.91096398,9.965481525,9.739048951,11.63385124,10.02384969
X212567_s_at,8.425573724,7.401253575,8.87639058,8.441689063,8.899744508,8.835418128,8.557122611,8.606056393,8.575238579,8.995743621,8.637303723,8.323835914,8.012609361,8.085873003,8.24879151,8.510768682,8.317331496,7.99956709,8.591122357,8.40403038,8.459357434,7.865877653,8.410966735,8.135060527,8.345484036,9.118462462,9.541384492,8.900098467,8.747716841,8.330785876,8.682411285,9.360787501,8.897743497,8.60307206,8.436293826,8.798429957,8.24611014,8.494956246,8.290465403,9.070183296,8.662952249,9.034759464,8.77340696,8.633543666,7.530845464,8.805415643,8.582353253,8.893840612,7.518259882,8.021391717,8.06818133,8.780967989,8.350471144,8.518252966,7.935025495,7.999746151,8.640805891,9.001327795,7.155128214,8.755853068,8.746908293,8.386519833,8.843055869,7.903576569,8.588182277,8.158811963,8.745871146,8.203564126,8.359509913,8.361702374,7.79075055,8.321626063,8.350404377,8.034701565,8.327751361,8.467260767,9.297494516,8.298371691,8.00582228,8.860784799,8.717157235,8.558591479,8.820347836,8.39672409,8.448344179,7.876333545,8.544049064,9.116630061,8.966625819,9.039950805,8.414018215,8.403756386,7.638369739,8.896048992,8.498651109,8.230032884,8.905459435,8.354882839,8.808192869,8.802142369,8.504977235,8.888791371,9.093681728,8.413577694,9.077788126,9.069786816,9.238258891,8.109484615,8.791945661,9.470484877,8.744467416,8.719911333,8.659687465,9.134916437,8.705027727,9.635493132,8.734371153,8.181048057,8.241776593,9.002566246,9.003863857,9.072050857,9.127977034,9.228644333,8.854971471,8.754333748,8.98709221,8.177286266,8.231184324,8.515972677,9.007093877,9.433111873,8.412550294,9.034521633,8.810147506,9.324208316,7.95230709,8.982206167,9.178645629,9.279429258,8.592507926,9.674580421,9.252145009,8.737140515,9.401267312,8.568978296,8.82248119,8.936742167,9.210787683,8.143771981,8.748165022,8.795802832,8.569719918,8.642380811,9.648577299,8.82561928,9.026056694,9.359257555,9.423671771,8.861095329,8.385501552,8.336040606,8.861254817,8.511722615,8.05341895,8.345498885,8.599926872,8.283100524,8.653097138,9.169010732,8.740071649,7.373218489,8.263126817,8.018122612,8.543860746,8.45241447,8.741152192,8.713458638,8.024458546,7.425421038,8.576999625,8.822370636,8.707212433,8.562992523,8.509523472,8.628510478,8.644561695,7.961961992,8.579129093,9.001053972,8.490800547,9.065554818,7.319398276,7.358639239,7.739575958,8.62649835,8.67636764,8.760953297
X214806_at,7.297196057,6.09310716,8.780673119,4.734516209,4.456223625,6.994572222,5.120589583,7.339436751,7.58131009,8.338804028,7.50872416,6.724652963,7.112155174,5.379225659,6.02652786,7.226162117,8.538638959,5.626260782,7.039750247,7.926657429,8.783171226,8.26182869,7.902294182,5.656461156,8.653644436,6.596504489,7.494608656,7.927757469,8.168665116,7.840905626,7.250168768,8.858722791,6.998407407,9.300485132,3.16595291,8.651247504,7.902126093,7.30460626,8.424330167,7.036552283,8.147323622,6.35691773,7.658912575,8.21528089,7.434080755,7.814659787,7.362833686,6.294439958,6.59179546,7.544102093,6.157629078,7.640021528,7.484845517,7.226447237,7.523147172,6.219458144,4.696365494,7.235398948,6.928430103,7.788029943,7.039435242,8.061407296,6.900149213,7.777895316,4.586488557,7.374206308,6.830582102,7.493821252,7.707256668,9.236946166,7.141125655,7.89624062,7.138060121,8.338774694,7.847242666,6.356511291,8.170382477,5.861485265,6.100468537,7.368163682,8.715167342,9.325779797,6.650586076,8.174683989,8.576254377,6.258131065,9.106322012,8.280603429,6.978778942,5.77785476,9.557859161,7.249559037,6.298554406,7.575682984,5.827992672,7.08606047,8.863034547,7.434042744,6.866758748,7.323184371,8.61082534,5.586397705,6.890415031,7.670359379,7.506819851,6.035794537,7.1298546,9.020798609,9.783689921,5.088392127,4.306166139,6.801132837,7.760612782,7.347464184,8.182887764,7.136589747,8.606049482,7.065715599,7.579314875,7.37073409,7.321046621,7.990331723,7.653172864,5.915658519,7.413566881,6.970737405,7.535029944,7.423262004,7.844105954,7.94085081,8.392901962,7.437477433,4.966383024,6.746278515,6.540885357,7.245887016,7.847408029,7.955987965,7.368883,8.302665203,8.247795213,7.125035126,7.894965461,8.59775206,8.663446279,8.172984771,5.91346783,6.595350971,8.149805652,5.692318425,7.710251819,6.403341671,7.008289522,5.511473574,8.065521374,8.64668914,7.155043323,6.331085279,8.17073609,6.911119529,7.874774182,7.722837192,7.924032421,5.223259629,7.205386273,7.615802058,7.247181897,7.667007373,8.052407178,7.737903739,7.406504509,7.758199871,6.642299136,6.067881479,8.05308303,7.215030635,6.797677104,8.139439032,7.275782485,8.891479057,7.070922735,6.622548969,8.302287083,6.895221156,7.153193267,3.809877398,7.390825691,7.138814174,6.565691816,7.260749815,6.958236092,7.794190496,7.196886013,7.478066839,5.096207884,7.639743105,7.187571362,7.81323776
X214915_at,6.892773565,6.004262695,7.548750688,6.234465877,7.955684704,6.408295217,6.135944846,6.798236895,5.736496773,5.794555741,6.400761267,6.335357968,7.189772828,6.265107471,6.229570389,5.752933452,6.54357474,6.224892749,5.88617429,6.719026045,8.05858222,8.008490974,7.282618648,6.319536236,6.268211112,5.265456024,6.287460323,7.909486521,6.60324722,6.414192683,5.44232548,5.617316078,5.872422972,7.044087244,7.165172321,6.507085283,8.232325689,7.185886465,7.48454633,6.3394801,7.30285489,7.662978247,7.294328955,6.696400911,6.486858176,6.94032227,7.418544377,5.987542372,5.479291323,7.17710109,5.96867762,6.338935305,5.677438209,6.94002086,6.38736484,5.761113983,6.222660996,5.415849484,6.18499998,6.402373584,6.085658238,5.837104622,4.555540217,6.44685213,6.182583594,6.737348803,5.805002124,3.059091543,6.888471679,6.041809143,7.259419138,6.887367423,4.684281909,7.770080415,6.4229264,5.529756819,6.542439528,5.305599804,3.970920217,6.636326133,7.842368373,7.461901283,6.539688812,7.2113195,7.489261823,6.48104471,7.785638215,6.714702767,5.010670012,5.064971836,8.178895691,6.064083124,5.862628755,6.624265223,6.187524511,5.867189308,6.994534647,7.834409222,6.886915678,5.59484245,6.915190287,6.027214145,7.987476466,7.261277056,6.930089992,4.939543014,5.68237369,8.040112853,9.058130073,5.944084724,5.897452626,6.570734933,5.158746008,5.484771596,6.598758617,4.643511164,8.390940127,5.383667109,6.667287414,5.619052817,6.453918721,6.251426475,3.79594168,6.886071703,4.627792254,5.231964199,6.271646737,6.214740348,7.325022738,5.888537263,6.778418659,4.398758829,5.406375756,5.961617242,4.868390395,6.476658269,5.374438381,5.554618005,7.420636356,6.60919217,5.356099927,5.747334974,6.770096351,6.368255423,6.138974906,5.697395087,6.425778525,6.808183219,3.38280857,6.286740335,4.954613995,6.387842919,6.72766383,5.756318605,6.185868166,6.673281281,5.465604583,5.707805792,6.574933882,5.873029024,7.095560024,6.376789031,7.844695712,6.587974897,6.566779075,6.36938195,7.232786078,7.629793889,5.512500983,7.651705339,6.292031864,6.882537901,6.362283283,6.959642097,7.752165387,5.778286439,6.162465387,6.964612367,7.155327835,7.569750471,7.863616475,6.700839514,7.800437592,5.259141937,6.972926259,4.943225505,5.86870732,4.051519803,6.839139408,6.740200903,6.302517108,7.185438804,5.72818116,6.489249513,6.712589937,5.496002292,6.474043374,6.385966801
X214919_s_at,7.766241545,9.217588198,8.137280898,8.688414915,9.285114994,9.600625451,8.837309853,8.835547835,9.990430123,8.997813919,9.127232811,9.563966678,7.80155276,9.224232354,9.026464099,9.284723331,8.242977502,9.130596602,9.144431141,9.226265163,9.070348804,8.604928051,9.89105346,8.607936432,8.877411221,10.11045501,9.624442878,9.838462298,8.644186754,9.260854658,8.586233374,9.179275212,10.06861752,8.083592138,10.55195012,8.27280946,9.933161816,9.462892138,8.80651016,10.34198341,7.63464115,9.384945301,8.433695477,10.09127773,9.193981865,9.792601863,10.78288012,9.778071077,8.016243999,9.568650364,9.031073519,9.370491427,9.05504332,9.642096241,8.521286153,10.79295426,9.61001947,9.547151777,8.598298013,8.398994391,9.138337079,8.977434612,9.91319604,9.36463774,9.305823125,9.489711425,10.14508013,9.188474181,8.59953534,8.51772662,9.447384069,8.661726471,9.26464814,8.393951784,8.87433788,8.372546817,10.02838127,10.25086202,8.596096527,10.48948468,9.668233123,8.546535546,10.16848906,8.446154931,9.082004383,9.035053756,8.687420666,9.449955556,9.263392459,9.272982334,9.194776527,9.446719653,8.293239816,8.153586989,8.489673081,8.505259588,9.501463757,9.334264857,9.659973872,9.765706916,8.240794257,9.668351709,9.812470632,9.353476211,9.114609882,10.45340694,9.764884243,9.678754428,10.01125924,9.255448784,9.979612883,9.980972515,8.638175993,9.589635861,9.791499923,9.075127932,8.36049314,9.485719233,8.218992944,9.075342344,8.833164248,8.994824138,9.336976914,9.431298772,8.674208571,8.829727124,9.274661836,8.915310888,8.761501052,10.1735984,10.10824558,9.269893083,9.072023059,9.645504274,10.07445887,9.171087323,8.186138222,9.111250509,8.006860256,9.72625938,10.2098667,10.08702401,9.271454411,9.238178699,9.239516491,9.585849796,10.40857131,10.17179368,9.837572944,8.277210032,8.836621965,9.345221573,9.727150402,9.984278519,8.955266815,9.218593349,9.215342334,9.376107837,9.464820838,9.439178885,9.57594239,9.25596535,9.657287663,9.373860257,9.218689906,8.443846666,9.765014225,8.429202319,9.150475691,9.442355313,8.15315542,9.166385613,9.989020054,8.861858393,8.089661409,8.305384881,9.178126576,9.067641214,8.734409051,8.640305646,8.174028718,9.24236641,8.995400737,8.743718666,9.052704001,10.83016938,9.32306913,9.954981413,8.963228841,9.226433265,8.94511539,8.588915039,9.582231629,8.951589679,8.832451951,10.0670579,10.14180932,8.87946539
X215510_at,3.613518319,5.703180574,5.641967409,3.330261008,6.378768688,5.458308754,5.992873096,6.174905533,2.912981891,6.552673365,5.803102725,5.642544948,6.345277413,6.539366936,7.206690852,5.688988129,6.843920651,3.527262636,6.916524601,4.375422031,6.535070251,5.371646367,6.070200456,4.535541311,6.886929938,6.870261382,2.992024262,6.501270178,6.601502401,6.038263035,6.586744082,6.120762013,6.524862146,2.118566047,4.110155781,6.258530193,6.763089936,6.545193944,3.705788275,4.449788981,5.83768421,5.963305305,3.889679056,6.443943173,4.831025644,4.427407443,6.314712598,6.006333421,7.639811876,5.559929417,5.938742282,6.652305497,5.719580875,5.941060251,6.039956383,3.784554186,6.883123053,4.028858433,5.525597578,6.638724188,5.294256414,4.272193859,5.096645889,6.815069246,6.030680907,5.86006078,4.249242419,6.597968458,4.459617107,4.402657556,4.159741581,4.281440781,6.125452345,5.483341916,5.753362628,7.027169318,6.207438978,3.951712086,7.400107024,5.659629983,6.596825037,5.914477238,6.158442986,6.021756243,6.29130884,5.06189825,6.922746727,5.807774281,3.993701191,6.047466078,6.989061283,5.9288997,3.393932186,6.597726951,6.312568201,5.747038887,6.83840998,3.948709556,6.295898497,6.227306076,6.92805455,3.706257373,7.067415551,6.433867105,6.556099473,6.575949033,5.969381074,5.024602927,3.582547726,6.182484781,6.823091238,5.527874781,5.102790442,4.248298134,6.229952166,5.859853051,2.49733928,2.961868767,5.735768206,5.84866722,5.824950574,3.926903563,4.743319051,5.586434281,2.062873884,3.754021909,5.901730145,5.237340375,2.819276526,5.46554804,5.832271845,6.111203491,3.540374717,6.875347749,3.868164116,6.849217969,6.310136073,6.105664285,5.309928481,6.731094351,6.786750841,2.695672963,5.561243677,6.304409639,5.289164675,5.703621253,3.840864297,6.395555118,6.271153524,5.861131689,4.035443142,5.987949401,6.20424341,4.919594918,6.480480957,6.328481182,6.014423874,4.727638405,7.497667292,4.745136254,3.302883418,6.416151984,6.756821104,6.571057435,2.712345501,6.003873567,3.110170476,6.329251182,4.09020504,3.483122238,3.558857909,7.023061519,5.21409676,6.348954948,3.038668006,6.988360182,5.722873768,6.156572344,4.511049374,3.935962188,6.342315771,6.437592516,4.156886499,5.544583725,6.85365563,4.224213768,4.083301136,6.275133204,3.014444984,5.08953286,4.360283815,6.16148298,6.371355278,6.300325208,6.087118453,5.569279036,6.882320962,4.634291156
X215633_x_at,7.384924567,9.101167765,8.560007234,9.774373745,8.083944153,9.195041683,8.894579955,9.424998986,8.091929627,9.488010955,8.893754054,7.848743719,9.246416046,9.114414904,10.20827363,8.936885935,8.472976242,7.229800436,9.229199897,9.292992959,8.48833233,3.583218946,8.867454319,8.168806973,8.865798748,7.83818425,8.459894199,8.40067272,9.112816048,9.069219929,8.929806795,8.800607604,7.268468176,8.441278374,7.121729539,7.713940116,8.498100065,9.619047507,9.675814589,7.829662076,8.711936688,5.312073443,8.529533646,8.358418203,8.686596876,8.764760923,7.519557734,8.314206696,8.813456891,9.287962914,8.634171425,9.294934477,9.398752738,8.773170187,8.840826984,8.729539475,7.986178502,9.168559159,9.254889186,8.134302071,8.714551425,8.477621224,8.527261347,9.001985422,8.838059188,8.721758039,10.67401895,8.587835525,9.412733936,9.184222393,8.529284764,9.709978599,8.931508305,9.303375371,9.099157519,9.009966843,9.040199587,9.354022948,8.541151201,8.881802749,8.355179231,8.506651716,8.990819688,9.255352151,9.057226551,9.837034076,8.752313751,7.403404841,8.866481675,8.944425686,8.66607616,8.541219721,9.09751424,10.04958032,8.450817372,8.136910984,8.304621635,8.086833682,6.877026408,7.450177715,9.271990263,9.203114917,8.119290459,9.669121571,7.634747296,8.470620742,7.906105955,7.858756557,7.095190753,7.624010398,7.582076556,8.296346817,8.592750433,8.258619284,7.689354137,8.224739107,7.411394014,9.294593793,8.568021826,8.670311634,9.065059807,8.140819808,8.840949787,7.267161257,8.625096941,8.504751211,9.386725738,8.813489943,7.650778657,8.532888761,7.561859598,8.737345272,6.781496806,7.691632794,8.906195631,8.814640922,9.466668294,8.905390883,9.175316858,7.365420144,7.79474563,8.445249184,9.18820341,7.575838306,8.539515129,9.054353842,9.040127882,7.609870193,7.545126807,9.446173451,9.137228168,9.165190881,8.485499294,7.811931042,8.471170714,8.782916266,8.561540168,9.303017781,8.266741247,8.455026427,9.455255245,8.373937837,7.939793165,8.378079402,7.969344727,8.89879363,8.848014793,8.40016143,8.380736169,9.088104719,7.744959983,8.308813907,9.930250057,8.303466039,8.727969581,8.610845699,9.166819615,9.162405798,9.305165234,8.818664427,9.074077034,9.138672405,8.687652041,8.92361181,9.216059614,7.950150057,9.119944985,9.256662197,9.064540726,8.278137823,9.836730363,9.957285558,8.786920407,8.916651793,8.811984721,8.90359216,10.44516995,8.666865511
X216010_x_at,7.158913895,5.628870247,6.716973954,4.861297737,2.374820459,2.87044372,6.620155042,5.691821315,6.333406665,6.268202163,6.18603059,2.218940952,3.64961214,8.000651689,6.030767875,4.994046505,3.72343728,6.971969898,7.800781859,5.446785681,4.597999192,7.816330089,6.172557098,4.424475564,3.454152185,4.327958956,3.577622885,3.490261612,6.166815467,6.859699963,5.661735411,2.862581873,6.007629564,3.813772896,7.226004102,3.567377069,3.545856333,5.738629501,7.497422038,6.223233153,4.516275881,6.315759841,3.676447847,2.22062329,5.639854953,6.837474263,5.825850238,5.072806949,3.721930695,4.633104991,3.429172689,5.844628542,6.170130367,6.6673915,7.259534583,5.948335338,4.514579211,3.518313607,6.626894861,5.783881398,3.606746821,5.626499521,4.923804201,7.327864537,5.628087814,7.867475199,6.112427463,5.126736046,3.424913177,5.13617342,4.955693305,2.970245576,6.847338541,4.258093455,6.970366449,5.253858349,4.579341592,7.702371299,7.50831306,4.634725872,8.61696559,4.39470333,6.002743338,6.301006901,2.516375657,6.763988455,2.677748226,6.434204758,2.573332857,4.619761441,6.372326185,5.813258373,7.252117949,6.078932023,6.291995606,3.26102268,2.988332535,5.890065842,4.90224157,4.035346314,3.036785369,5.139400882,4.770711934,3.865902035,6.209879914,5.645593576,4.041670183,2.449084764,4.699972884,6.689647631,6.077029944,6.506017627,5.87921144,3.435938256,6.894493941,5.79626626,2.470263509,6.106783659,7.921693026,6.688323084,3.665676347,6.892127407,5.275701719,6.097279891,7.740343506,8.043611814,3.120595744,5.932394889,3.433711677,2.429361807,3.238166233,3.171315619,7.682851921,5.138267198,6.157845804,6.853795829,6.765280353,5.900383101,6.756383339,3.774477016,3.345478058,3.926163058,2.619764126,5.491431695,5.342244738,4.86766806,7.42659236,2.639616969,5.719537357,5.820317336,6.494085304,6.292700931,5.688364775,2.401660995,5.796005077,5.685446709,4.345764605,6.358545264,4.283288187,3.829003008,5.426712249,6.599488213,5.129961297,6.452214584,3.563145237,6.66752009,5.444694189,6.287637692,6.275007158,6.97872074,5.134875662,6.277825569,6.129762889,5.242482858,4.12272325,5.086752423,5.972399321,5.82454896,6.634437451,5.607415724,7.674048926,8.572612599,3.311602695,6.619332864,3.75528593,7.967299941,6.60952529,6.812140638,6.262422578,6.089680807,5.211813544,3.885838451,2.534201034,3.597591364,5.628827461,5.657175793,6.460224511,5.526000146
X216103_at,3.944943541,5.21523698,5.191880715,4.540211055,5.278598185,6.185509675,5.813755245,6.386002538,5.935238895,5.390897743,1.940553293,4.453155472,5.387328945,0.516941801,4.662502682,2.790165518,5.922188747,5.51471459,2.764790092,6.279461845,6.994046059,6.06182608,2.71205735,2.436629963,4.831546448,2.392938501,6.309450166,6.547207542,5.259534698,5.600039181,4.810161892,6.33003083,5.773517841,4.196648849,0.659800747,6.084112694,6.912232556,5.368790778,7.23175016,4.826832886,4.115337718,2.601791095,6.369868251,4.185915785,5.941807457,5.47945683,7.139072209,5.8003783,5.911100822,5.789759097,5.137650768,5.068239708,6.977328404,2.625730292,5.58518491,5.122424166,3.313320025,6.145967572,5.001269605,2.724671499,5.034425518,6.641367263,4.401232109,4.034255362,3.100714678,5.622408398,6.670012576,2.892203608,5.310019304,2.730553063,6.332953746,6.08673283,3.550921916,4.712035566,5.626630618,3.967707091,5.963376616,6.314847635,1.024496198,6.211190956,2.01527543,6.157472596,2.767557527,5.548315751,5.312322259,5.956549035,5.957345035,6.135044012,3.915144068,4.833240024,4.341357905,5.787237251,3.333940983,6.987167559,5.160167962,5.595577764,5.315281434,5.740139138,5.888518095,5.553143844,6.071247531,4.210683544,6.297646444,5.083038303,5.515669597,5.633688495,3.123401125,5.739319075,6.121881078,5.822978965,5.090409573,5.251661785,5.044545306,3.635061694,4.841117306,2.590908528,5.381591215,4.959343355,6.403561769,5.491865255,4.991123564,6.379116627,1.240450674,6.391173046,4.563749872,5.819004221,3.198282442,5.545041218,6.580384111,4.699734367,5.345263906,6.104379908,4.902924527,5.897930606,5.143185158,6.70305973,3.253985119,5.352140748,6.874883538,4.615544863,2.804766642,5.440126686,5.700422879,5.639044684,3.30920998,1.743617561,5.68935271,5.090132827,5.208199009,4.666276011,6.050554878,6.468641185,5.64885438,4.561015246,5.591659736,5.631849947,5.997118173,5.948593883,5.676185474,6.521943643,5.790355454,4.648930185,5.783061015,6.365216502,6.560128121,6.275984775,4.990245733,5.85111332,5.488167672,2.984887616,5.895070909,2.609291038,6.024899554,6.050130782,1.294085568,2.18671075,4.440687578,6.173731452,2.641682713,6.354593689,5.715881202,6.381055745,3.776115985,2.816494163,3.413640699,3.68881071,4.870683997,5.030390925,5.903824296,3.892768604,3.738169977,4.96783316,4.062672916,3.218511831,6.154911832,6.104234001,6.104977527,6.508480534
X216693_x_at,8.42144666,9.760750552,9.341144684,9.484364952,10.90945798,9.927909118,8.431712182,9.311090271,9.838844732,9.784771061,9.165536084,9.942948288,9.617124823,8.241841843,9.123594628,11.46115103,8.746080068,9.54538393,7.614439997,9.857347236,8.124889337,5.622861947,10.54363435,7.640113959,8.797078269,7.639701632,9.231726876,8.633241746,8.985419489,7.586649463,8.906670991,9.825343883,9.182737987,8.641909944,9.785417836,9.184422655,9.753769811,8.327057521,9.507856849,8.826191513,9.124320456,10.30945462,8.836217481,8.571113142,10.06827146,8.627778016,8.579635542,10.31301269,9.973669172,9.53239566,9.302007913,8.976764802,9.198366429,8.917520244,7.960273973,9.82876099,10.68020232,9.321280361,9.377791795,8.583910273,10.19222032,8.590924391,10.77218342,9.215302108,9.738923457,9.654946342,8.589299765,10.11162271,10.35141106,9.502809676,10.00607024,8.943269425,9.834206629,9.491470374,7.719021705,9.477581669,9.429924839,8.096477306,9.290013982,9.233803863,8.664049204,10.71786672,9.157809713,9.082934389,9.926596082,8.828481347,9.244969695,8.888083852,9.063112904,7.420909723,9.313215914,9.454956166,7.743377257,7.766796596,8.001481963,7.576653556,8.972746984,8.545379017,8.364860845,10.36323642,9.401824911,10.22719878,9.193864626,7.424872197,8.456218005,8.311336137,9.443131228,9.196268514,8.920372865,8.269132215,9.100610508,9.861652572,9.331877084,9.235430751,7.19216998,9.780085582,8.004330176,9.869341054,7.527813032,8.938450531,9.314762586,9.149702347,9.85863326,9.860335445,8.640525857,7.636120099,8.61410464,8.129983387,10.1609885,8.930379299,8.886966449,9.054207913,7.092242869,9.677866039,9.465693539,8.626922702,10.28149708,8.730213661,7.351130875,9.130552311,8.441051036,10.36283531,9.170557776,8.619901521,8.51085242,9.491396857,8.103281934,9.471443129,9.150746465,9.786779484,8.049615531,9.257452702,9.750805352,10.0414947,8.742045243,9.501107385,8.943499616,9.246016376,8.282938997,9.160438492,10.27514087,8.482493055,9.87610601,9.431683435,9.435943159,8.310083583,9.148058138,9.550054589,7.577530212,9.004035819,8.926572607,9.576623528,9.841557431,9.528739723,9.394140869,10.40919776,9.677316003,10.11184867,8.951572603,9.02343331,9.200821151,9.056080665,9.240817457,10.34114498,9.882398461,8.515728929,8.23933876,9.10696626,8.208449087,9.998009084,7.334443716,8.871785941,10.00750724,9.780506785,10.14030688,9.9808802,8.432205374,9.221764569
X217019_at,7.751753004,7.669778656,7.13481776,7.912451779,7.539716126,7.402978327,7.361121462,7.686869006,8.283179503,8.283223657,8.113650503,8.067110591,8.222402556,7.701054612,7.619398044,7.570988323,6.63006186,6.874975314,7.600341305,7.809639312,5.188134819,5.235280782,8.339376878,7.839642919,7.344018754,7.558986943,7.237341442,8.205595144,7.491331751,7.504237586,6.464426409,7.14387529,6.806849942,6.766745833,7.027826306,7.289360315,7.271255994,7.492285557,7.173255549,7.28832569,7.69606176,5.713676912,6.769604812,7.026420615,6.945892188,7.796979247,7.647412774,7.423937477,7.65633071,7.226879939,7.752570885,7.941302918,3.456431819,7.286759894,6.846123592,5.342860071,8.141947574,7.780876687,7.258440501,6.11729573,7.466112738,7.085546125,7.310230224,7.511528433,7.417546974,8.158556966,7.969904463,7.664692361,7.59026035,8.054648591,7.778434019,7.575252626,8.757200697,7.317838143,7.059954118,7.602539614,7.110014716,8.011163753,7.189187551,7.702333344,7.108050237,6.064206535,8.432630208,7.297086661,7.430339932,7.281421491,7.528683155,7.254781145,7.357627629,6.956256263,6.375073624,7.570496459,6.709533846,6.961249162,7.654250195,8.374339798,6.860163224,6.734765981,6.906491412,7.060674095,7.361459298,6.549697196,7.082565924,7.321632051,7.452737808,8.266911771,7.919160662,7.571206275,7.992298101,7.66809718,7.823054056,7.283668434,6.365354998,6.835498369,7.572293176,6.848108949,6.171176967,7.406738759,6.295294295,6.985657772,6.27476826,6.133188919,7.533752784,7.038703243,5.224269772,7.22232828,8.085088157,6.368936101,6.983375096,7.031499623,6.981452648,6.367191904,7.624544351,6.816331896,6.872215846,6.893303119,5.74600331,7.52075263,7.41097365,7.900088831,6.290678176,7.409045206,7.028715269,6.511894667,7.317859494,6.673417254,6.535813228,5.919191831,7.47531277,7.09308531,6.583554686,7.492678125,7.455324002,7.027877344,7.204638781,6.160702009,7.474416771,7.283134025,6.85702372,7.626366723,8.397587619,7.511679837,7.53397216,8.206100746,7.190395416,5.11807276,7.692289296,6.916790932,7.695993829,6.455808864,7.293160408,7.030454725,7.692068014,6.540917742,7.404097748,7.147763294,7.573958521,4.825780254,6.725329878,7.989803628,7.893560749,8.048431464,7.484883524,7.471958821,6.247596428,7.399987768,7.965411538,6.691562999,6.962424628,6.29311301,7.847921403,6.729318381,7.99506982,6.592585457,6.427915673,6.539374167,7.798233992,5.7120372
